0.077665
0.077998
0.074661
0.078758
0.075365
0.075156
0.073275
0.079837
0.074864
0.073625
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 0.0761204
Var ExTime: 5.134847599999996e-06
