1.191975
1.188962
1.234682
1.187985
1.178854
1.183638
1.187082
1.184459
1.177532
1.208902
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 1.1924071
Var ExTime: 0.000296026722988889
