2.230368
2.247855
2.273815
2.210658
2.176380
2.184619
2.189904
2.226439
2.266363
2.331681
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 2.2338081999999995
Var ExTime: 0.002298220310400003
