34.435016
34.114181
34.621326
32.959085
33.260233
34.849504
35.472929
34.966208
33.651135
34.079804
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 34.240942100000005
Var ExTime: 0.6212623073605453
