11.435799
12.420658
11.932568
12.382790
11.435766
11.411119
11.322719
11.255212
12.259366
12.280881
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 11.8136878
Var ExTime: 0.23599480403773354
