0.646025
0.724887
0.663114
0.645930
0.629642
0.628983
0.612226
0.614933
0.617906
0.608808
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 0.6392453999999999
Var ExTime: 0.001210592088488888
