1.533045
1.602160
1.472185
1.453412
1.453558
1.511610
1.821538
1.525361
1.436500
1.515361
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 1.532473
Var ExTime: 0.012724169317111116
