0.074348
0.092749
0.082375
0.081908
0.075706
0.080596
0.075721
0.074338
0.074135
0.072991
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 0.07848669999999999
Var ExTime: 3.706094089999999e-05
