0.248688
0.245195
0.244410
0.260386
0.278645
0.241667
0.245761
0.234426
0.237950
0.237188
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 0.24743160000000003
Var ExTime: 0.0001730892260444443
