0.067100
0.060139
0.057428
0.058182
0.056915
0.069447
0.056296
0.055120
0.054322
0.054319
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 0.0589268
Var ExTime: 2.7738060177777777e-05
