0.877755
0.875905
0.976059
1.054615
1.014566
1.001449
1.032142
1.200292
0.926460
1.092839
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 1.0052082
Var ExTime: 0.009891066465511106
