0.494229
0.481784
0.479821
0.477100
0.476580
0.470786
0.476302
0.563136
0.511274
0.567945
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 0.4998957
Var ExTime: 0.001332216705566667
