0.203762
0.207828
0.206168
0.203745
0.207475
0.208625
0.206342
0.205147
0.202975
0.203015
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 0.2055082
Var ExTime: 4.335164177777786e-06
