22.213314
23.213487
22.838391
23.568273
23.060468
24.077820
22.489720
22.446275
22.218325
22.291392
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 22.841746500000003
Var ExTime: 0.4009502243656114
