0.278363
0.307248
0.310762
0.277331
0.278521
0.273291
0.271186
0.277924
0.274240
0.272645
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 0.2821511
Var ExTime: 0.00020763925387777776
