0.001385
0.001248
0.001267
0.001346
0.001322
0.001810
0.001374
0.001259
0.001277
0.001303
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 0.0013591
Var ExTime: 2.7387211111111112e-08
