0.342776
0.352506
0.335428
0.341440
0.336720
0.408311
0.376084
0.387281
0.431416
0.364639
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 0.3676601
Var ExTime: 0.001079437354544444
