1.172166
1.168755
1.066380
1.128398
1.113259
1.168802
1.166273
1.277447
1.105960
1.130990
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 1.149843
Var ExTime: 0.0032015169131111086
