1.073212
1.138927
1.118794
1.093615
1.075729
1.104857
1.077618
1.121692
1.145296
1.118486
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 1.1068226
Var ExTime: 0.0006821156351555567
