0.018614
0.017776
0.019211
0.018026
0.017369
0.018919
0.016810
0.017234
0.016985
0.016953
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 0.0177897
Var ExTime: 7.582355666666663e-07
