0.270356
0.312801
0.278197
0.290168
0.273054
0.276202
0.353019
0.294842
0.281418
0.273825
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 0.2903882
Var ExTime: 0.0006501418635111115
