4.347262
4.345009
4.340684
4.349594
4.345309
4.342330
4.368019
4.342809
4.330511
4.340709
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 4.3452236
Var ExTime: 9.051027471111041e-05
