0.043941
0.043979
0.043855
0.043891
0.049901
0.050739
0.044494
0.044142
0.048844
0.046992
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Avg ExTime: 0.046077799999999995
Var ExTime: 7.753424622222222e-06
